title,release_date,budget,revenue,ganancia,anio,mes,dia,dia_semana,key
Night of the Demon,1980-02-04,0,0,0,1980,Febrero,04,Lunes,42949677153
Dracula III: Legacy,2005-01-01,3500000,0,-3500000,2005,Enero,01,Sabado,42949677154
Chanbara Striptease,2008-06-06,0,0,0,2008,Junio,06,Viernes,42949677155
Cross,2011-07-12,2000000,0,-2000000,2011,Julio,12,Martes,42949677156
The Terminators,2009-04-28,0,0,0,2009,Abril,28,Martes,42949677157
Pinocchio's Revenge,1996-10-07,0,0,0,1996,Octubre,07,Lunes,42949677158
The Second Mother,2015-02-08,0,0,0,2015,Febrero,08,Domingo,42949677159
Ninja Academy,1989-08-17,0,0,0,1989,Agosto,17,Jueves,42949677160
Noobz,2013-01-25,340000,0,-340000,2013,Enero,25,Viernes,42949677161
American Animal,2012-05-18,0,0,0,2012,Mayo,18,Viernes,42949677162
The Howling: Reborn,2011-10-18,0,0,0,2011,Octubre,18,Martes,42949677163
Storm,1999-09-11,0,0,0,1999,Septiembre,11,Sabado,42949677164
Boogeyman 2,2007-10-20,4500000,0,-4500000,2007,Octubre,20,Sabado,42949677165
Bad Kids Go To Hell,2012-12-07,0,0,0,2012,Diciembre,07,Viernes,42949677166
Hansel & Gretel: Warriors of Witchcraft,2013-01-22,0,0,0,2013,Enero,22,Martes,42949677167
18 Meals,2010-06-12,0,0,0,2010,Junio,12,Sabado,42949677168
Last Train to Freo,2006-09-14,0,0,0,2006,Septiembre,14,Jueves,42949677169
The Wicked,2013-03-20,800000,0,-800000,2013,Marzo,20,Miercoles,42949677170
Sanitarium,2013-03-01,0,0,0,2013,Marzo,01,Viernes,42949677171
Achmed Saves America,2014-03-18,0,0,0,2014,Marzo,18,Martes,42949677172
Android Cop,2014-02-04,0,0,0,2014,Febrero,04,Martes,42949677173
Hercules Reborn,2014-07-08,0,0,0,2014,Julio,08,Martes,42949677174
[],,0,0,0,,,,,42949677175
Smart House,1999-06-26,0,0,0,1999,Junio,26,Sabado,42949677176
The Brass Bottle,1964-05-20,0,0,0,1964,Mayo,20,Miercoles,42949677177
Four Assassins,2013-05-14,0,0,0,2013,Mayo,14,Martes,42949677178
Scooby-Doo! and the Reluctant Werewolf,1988-01-01,0,0,0,1988,Enero,01,Viernes,42949677179
Released,,0,0,0,,,,,42949677180
Scooby-Doo! and the Monster of Mexico,2003-01-01,0,0,0,2003,Enero,01,Miercoles,42949677181
Scooby-Doo! Stage Fright,2013-08-20,0,0,0,2013,Agosto,20,Martes,42949677182
Superman: Brainiac Attacks,2006-06-20,0,0,0,2006,Junio,20,Martes,42949677183
Sex and the Teenage Mind,2002-01-01,0,0,0,2002,Enero,01,Martes,42949677184
90.0,,0,0,0,,,,,42949677185
,,0,0,0,,,,,42949677186
Sottozero,1987-01-01,0,0,0,1987,Enero,01,Jueves,42949677187
Released,,0,0,0,,,,,42949677188
Il tassinaro,1983-01-01,0,0,0,1983,Enero,01,Sabado,42949677189
Io so che tu sai che io so,1982-01-01,0,0,0,1982,Enero,01,Viernes,42949677190
0,,0,2,2,,,,,42949677191
Finché c'è guerra c'è speranza,1974-12-20,0,0,0,1974,Diciembre,20,Viernes,42949677192
Mortal Kombat: The Journey Begins,1995-08-28,0,0,0,1995,Agosto,28,Lunes,42949677193
Red Victoria,2008-03-01,5000,0,-5000,2008,Marzo,01,Sabado,42949677194
Mega Man,2010-05-07,0,0,0,2010,Mayo,07,Viernes,42949677195
Street Fighter: Round One - FIGHT!,2009-02-03,0,0,0,2009,Febrero,03,Martes,42949677196
Sharknado 3: Oh Hell No!,2015-07-22,0,0,0,2015,Julio,22,Miercoles,42949677197
The Scorpion King: Quest for Power,2015-01-09,0,0,0,2015,Enero,09,Viernes,42949677198
Scooby-Doo! Moon Monster Madness,2015-02-17,0,0,0,2015,Febrero,17,Martes,42949677199
My Date with the President's Daughter,1998-04-19,0,0,0,1998,Abril,19,Domingo,42949677200
Bersaglio altezza uomo,1979-03-08,0,0,0,1979,Marzo,08,Jueves,42949677201
The Mad Butcher,1971-02-18,0,0,0,1971,Febrero,18,Jueves,42949677202
"Chill Out, Scooby-Doo!",2007-09-04,0,0,0,2007,Septiembre,04,Martes,42949677203
Scooby-Doo and the Ghoul School,1988-01-01,0,0,0,1988,Enero,01,Viernes,42949677204
Scooby-Doo and the Alien Invaders,2000-01-01,0,0,0,2000,Enero,01,Sabado,42949677205
Scooby-Doo! and the Cyber Chase,2001-10-09,0,0,0,2001,Octubre,09,Martes,42949677206
Scooby-Doo! in Where's My Mummy?,2005-11-24,0,0,0,2005,Noviembre,24,Jueves,42949677207
Scooby-Doo! and the Samurai Sword,2009-01-01,0,0,0,2009,Enero,01,Jueves,42949677208
Scooby-Doo! And the Legend of the Vampire,2003-03-04,0,0,0,2003,Marzo,04,Martes,42949677209
Aloha Scooby-Doo!,2005-01-01,0,0,0,2005,Enero,01,Sabado,42949677210
Scooby-Doo Meets the Boo Brothers,1987-11-01,0,0,0,1987,Noviembre,01,Domingo,42949677211
Scooby-Doo! Pirates Ahoy!,2006-01-01,0,0,0,2006,Enero,01,Domingo,42949677212
Scooby-Doo! and the Goblin King,2008-01-01,0,0,0,2008,Enero,01,Martes,42949677213
Scooby-Doo! and the Loch Ness Monster,2004-06-21,0,0,0,2004,Junio,21,Lunes,42949677214
Big Top Scooby-Doo!,2012-10-22,0,0,0,2012,Octubre,22,Lunes,42949677215
Scooby-Doo! Legend of the Phantosaur,2011-09-06,0,0,0,2011,Septiembre,06,Martes,42949677216
Scooby-Doo Goes Hollywood,1979-10-21,0,0,0,1979,Octubre,21,Domingo,42949677217
Scooby-Doo! Mask of the Blue Falcon,2012-12-15,0,0,0,2012,Diciembre,15,Sabado,42949677218
Scooby-Doo! Music of the Vampire,2012-03-13,0,0,0,2012,Marzo,13,Martes,42949677219
Scooby-Doo! Adventures: The Mystery Map,2013-07-22,0,0,0,2013,Julio,22,Lunes,42949677220
The Flintstones & WWE: Stone Age Smackdown,2015-03-17,0,0,0,2015,Marzo,17,Martes,42949677221
The Jetsons Meet the Flintstones,1987-01-01,0,0,0,1987,Enero,01,Jueves,42949677222
Quints,2000-08-18,0,0,0,2000,Agosto,18,Viernes,42949677223
Drake And Josh Go Hollywood,2006-01-01,0,0,0,2006,Enero,01,Domingo,42949677224
"[{'iso_639_1': 'it', 'name': 'Italiano'}]",,0,0,0,,,,,42949677225
Tigers in Lipstick,1979-03-16,0,0,0,1979,Marzo,16,Viernes,42949677226
Hospitals:The White Mafia,1973-08-25,0,0,0,1973,Agosto,25,Sabado,42949677227
Anyone Can Play,1968-02-02,0,0,0,1968,Febrero,02,Viernes,42949677228
Anni difficili,1948-09-09,0,0,0,1948,Septiembre,09,Jueves,42949677229
Angelina,1947-11-12,0,0,0,1947,Noviembre,12,Miercoles,42949677230
The Executioner's Song,1982-09-10,0,0,0,1982,Septiembre,10,Viernes,42949677231
I Am Afraid,1977-10-06,0,0,0,1977,Octubre,06,Jueves,42949677232
"[{'iso_639_1': 'it', 'name': 'Italiano'}]",,0,0,0,,,,,42949677233
"The Case Is Closed, Forget It",1971-10-27,0,0,0,1971,Octubre,27,Miercoles,42949677234
High Crime,1973-08-12,0,0,0,1973,Agosto,12,Domingo,42949677235
Samurai Wolf,1966-11-19,0,0,0,1966,Noviembre,19,Sabado,42949677236
Pappa ante Portas,1991-02-21,0,0,0,1991,Febrero,21,Jueves,42949677237
Bill Maher: I'm Swiss,2005-07-30,0,0,0,2005,Julio,30,Sabado,42949677238
Bill Maher: Live From DC,2014-09-12,0,0,0,2014,Septiembre,12,Viernes,42949677239
Clash of Egos,2006-08-25,0,0,0,2006,Agosto,25,Viernes,42949677240
Dinotasia,2012-05-04,0,0,0,2012,Mayo,04,Viernes,42949677241
Ferdinand the Bull,1938-11-23,66260,0,-66260,1938,Noviembre,23,Miercoles,42949677242
,,0,0,0,,,,,42949677243
George Carlin: Back in Town,1996-03-11,0,0,0,1996,Marzo,11,Lunes,42949677244
George Carlin: You Are All Diseased,1999-02-06,0,0,0,1999,Febrero,06,Sabado,42949677245
Ghost in the Shell 2.0,2008-07-12,0,0,0,2008,Julio,12,Sabado,42949677246
Hellboy Animated: Sword of Storms,2006-10-28,0,0,0,2006,Octubre,28,Sabado,42949677247
How to Play Football,1944-09-15,0,0,0,1944,Septiembre,15,Viernes,42949677248
Iron Man and Captain America team up in groundbreaking Marvel CG Animation.,,0,0,0,,,,,42949677249
Jeff Dunham: Arguing with Myself,2006-04-11,0,0,0,2006,Abril,11,Martes,42949677250
Jeff Dunham: Spark of Insanity,2007-09-17,0,0,0,2007,Septiembre,17,Lunes,42949677251
Jeff Ross Roasts America,2012-08-11,0,0,0,2012,Agosto,11,Sabado,42949677252
Jim Gaffigan: Beyond the Pale,2006-02-07,0,0,0,2006,Febrero,07,Martes,42949677253
Released,,0,0,0,,,,,42949677254
Kim Possible: A Sitch in Time,2004-10-21,0,0,0,2004,Octubre,21,Jueves,42949677255
Larry David: Curb Your Enthusiasm,1999-10-17,0,0,0,1999,Octubre,17,Domingo,42949677256
Kevin Hart: Laugh at My Pain,2011-09-09,0,0,0,2011,Septiembre,09,Viernes,42949677257
Love at First Hiccough,1999-10-15,0,0,0,1999,Octubre,15,Viernes,42949677258
Oktapodi,2007-01-01,0,0,0,2007,Enero,01,Lunes,42949677259
One Froggy Evening,1955-12-30,0,0,0,1955,Diciembre,30,Viernes,42949677260
Pablo Francisco: Bits and Pieces,2004-07-27,0,0,0,2004,Julio,27,Martes,42949677261
Pluto's Blue Note,1947-12-26,0,0,0,1947,Diciembre,26,Viernes,42949677262
Prep & Landing,2009-12-24,0,0,0,2009,Diciembre,24,Jueves,42949677263
"[{'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,42949677264
,,0,0,0,,,,,42949677265
Terror on the Midway,1942-08-30,0,0,0,1942,Agosto,30,Domingo,42949677266
Ishqiya,2010-01-29,0,0,0,2010,Enero,29,Viernes,42949677267
Chandni Bar,2001-09-28,0,0,0,2001,Septiembre,28,Viernes,42949677268
Dev.D,2009-02-06,0,0,0,2009,Febrero,06,Viernes,42949677269
Khosla Ka Ghosla!,2006-09-22,0,0,0,2006,Septiembre,22,Viernes,42949677270
Pablo Francisco: They Put it Out There,2011-11-22,0,0,0,2011,Noviembre,22,Martes,42949677271
Three Little Pigs,1933-05-27,15719,0,-15719,1933,Mayo,27,Sabado,42949677272
Tom and Jerry: Shiver Me Whiskers,2006-08-21,0,0,0,2006,Agosto,21,Lunes,42949677273
True North,2006-09-11,0,0,0,2006,Septiembre,11,Lunes,42949677274
One Kine Day,2011-03-11,0,0,0,2011,Marzo,11,Viernes,42949677275
Little Big Master,2015-03-19,0,0,0,2015,Marzo,19,Jueves,42949677276
Jeff Dunham: All Over the Map,2014-11-18,0,0,0,2014,Noviembre,18,Martes,42949677277
Jeff Dunham: Minding the Monsters,2012-10-07,0,0,0,2012,Octubre,07,Domingo,42949677278
Jeff Dunham: Controlled Chaos,2011-09-27,0,0,0,2011,Septiembre,27,Martes,42949677279
Jeff Dunham: Jeff Dunham's Very Special Christmas Special,2008-11-16,0,0,0,2008,Noviembre,16,Domingo,42949677280
Protégé,2007-04-13,0,0,0,2007,Abril,13,Viernes,42949677281
Stop the Pounding Heart,2013-12-05,0,0,0,2013,Diciembre,05,Jueves,42949677282
The Amityville Playhouse,2015-06-23,0,0,0,2015,Junio,23,Martes,42949677283
Danger. Excitement. Adventure. It's just another day in paradise.,,0,0,0,,,,,42949677284
Miracle In Lane 2,2000-05-13,0,0,0,2000,Mayo,13,Sabado,42949677285
Pokémon: Jirachi Wish Maker,2003-07-19,0,0,0,2003,Julio,19,Sabado,42949677286
Ator IV: The Hobgoblin,1990-01-01,0,0,0,1990,Enero,01,Lunes,42949677287
Grandma Got Run Over by a Reindeer,2000-10-31,0,0,0,2000,Octubre,31,Martes,42949677288
Cassadaga,2011-10-22,0,0,0,2011,Octubre,22,Sabado,42949677289
Teen Titans: Trouble in Tokyo,2006-09-15,0,0,0,2006,Septiembre,15,Viernes,42949677290
The FP,2011-03-13,0,0,0,2011,Marzo,13,Domingo,42949677291
Mickey's Christmas Carol,1983-10-19,3000000,21000000,18000000,1983,Octubre,19,Miercoles,42949677292
My Pet Monster,1986-01-01,0,0,0,1986,Enero,01,Miercoles,42949677293
Puppet Master X: Axis Rising,2012-09-15,0,0,0,2012,Septiembre,15,Sabado,42949677294
Gingerdead Man 2: Passion of the Crust,2008-07-04,0,0,0,2008,Julio,04,Viernes,42949677295
Gingerdead Man 3: Saturday Night Cleaver,2011-09-13,0,0,0,2011,Septiembre,13,Martes,42949677296
Gingerdead Man vs. Evil Bong,2013-10-29,0,0,0,2013,Octubre,29,Martes,42949677297
Sirius,2013-04-23,0,0,0,2013,Abril,23,Martes,42949677298
Kung Fu Panda: Secrets of the Masters,2011-12-12,0,0,0,2011,Diciembre,12,Lunes,42949677299
Bulletproof,1988-04-20,5000000,807947,-4192053,1988,Abril,20,Miercoles,42949677300
Shelter Island,2011-01-01,0,0,0,2011,Enero,01,Sabado,42949677301
Steve Jobs,2015-10-09,30000000,34441873,4441873,2015,Octubre,09,Viernes,42949677302
Macbeth,2015-08-16,15000000,12601706,-2398294,2015,Agosto,16,Domingo,42949677303
Il mantenuto,1961-12-26,0,0,0,1961,Diciembre,26,Martes,42949677304
Cyanide,2013-02-26,0,0,0,2013,Febrero,26,Martes,42949677305
Fracture,2010-11-29,0,0,0,2010,Noviembre,29,Lunes,42949677306
Green Street Hooligans: Underground,2013-01-01,0,0,0,2013,Enero,01,Martes,42949677307
Les Petits princes,2013-06-26,0,0,0,2013,Junio,26,Miercoles,42949677308
The Prodigies,2011-06-07,0,0,0,2011,Junio,07,Martes,42949677309
I Love You Very Much,2010-11-10,0,0,0,2010,Noviembre,10,Miercoles,42949677310
Nos amis les Terriens,2007-04-18,0,0,0,2007,Abril,18,Miercoles,42949677311
Buttoners,1997-10-05,0,0,0,1997,Octubre,05,Domingo,42949677312
Santa Claus Is Comin' to Town,1970-12-14,0,0,0,1970,Diciembre,14,Lunes,42949677313
The Thirteenth Year,1999-05-15,0,0,0,1999,Mayo,15,Sabado,42949677314
Freaky Friday,1995-05-06,0,0,0,1995,Mayo,06,Sabado,42949677315
She wrote the book on awesomeness.,,0,0,0,,,,,42949677316
Mickey's Trailer,1938-05-06,0,0,0,1938,Mayo,06,Viernes,42949677317
Released,,0,0,0,,,,,42949677318
The Concubine,2012-06-06,0,0,0,2012,Junio,06,Miercoles,42949677319
Creep,2014-06-23,0,0,0,2014,Junio,23,Lunes,42949677320
"#1 Cheerleader Camp",2010-07-27,0,0,0,2010,Julio,27,Martes,42949677321
Le chant du Styrène,1959-09-30,0,0,0,1959,Septiembre,30,Miercoles,42949677322
Love Exists,1960-02-11,0,0,0,1960,Febrero,11,Jueves,42949677323
Charlotte and Her Boyfriend,1960-10-21,0,0,0,1960,Octubre,21,Viernes,42949677324
92.0,,0,0,0,,,,,42949677325
The Office,1966-01-01,0,0,0,1966,Enero,01,Sabado,42949677326
Tramway,1966-01-01,0,0,0,1966,Enero,01,Sabado,42949677327
Pokémon the Movie: Genesect and the Legend Awakened,2013-07-13,0,50000000,50000000,2013,Julio,13,Sabado,42949677328
Pokémon: Arceus and the Jewel of Life,2009-07-18,0,50673078,50673078,2009,Julio,18,Sabado,42949677329
Pokémon: The Rise of Darkrai,2007-07-14,0,42238454,42238454,2007,Julio,14,Sabado,42949677330
Pokémon: Lucario and the Mystery of Mew,2005-07-16,0,0,0,2005,Julio,16,Sabado,42949677331
See No Evil 2,2014-10-20,0,0,0,2014,Octubre,20,Lunes,42949677332
Clerks - The Flying Car,2002-02-27,0,0,0,2002,Febrero,27,Miercoles,42949677333
Clerks: The Lost Scene,2004-09-07,0,0,0,2004,Septiembre,07,Martes,42949677334
Jurassic City,2014-12-31,0,0,0,2014,Diciembre,31,Miercoles,42949677335
Dinosaur Island,2014-09-01,0,0,0,2014,Septiembre,01,Lunes,42949677336
The Pact II,2014-09-05,0,0,0,2014,Septiembre,05,Viernes,42949677337
The Ouija Experiment 2: Theatre of Death,2015-01-13,0,0,0,2015,Enero,13,Martes,42949677338
Back to the Jurassic,2015-06-09,0,0,0,2015,Junio,09,Martes,42949677339
Madame Bovary,2015-06-04,0,0,0,2015,Junio,04,Jueves,42949677340
Turkey Shoot,2014-12-04,3200000,0,-3200000,2014,Diciembre,04,Jueves,42949677341
Bound,2015-01-09,0,0,0,2015,Enero,09,Viernes,42949677342
Balls Out,2014-04-19,0,0,0,2014,Abril,19,Sabado,42949677343
Phantom Halo,2015-06-19,0,0,0,2015,Junio,19,Viernes,42949677344
The Face of an Angel,2014-09-06,0,0,0,2014,Septiembre,06,Sabado,42949677345
Manglehorn,2015-06-03,4000000,143101,-3856899,2015,Junio,03,Miercoles,42949677346
Old Fashioned,2014-10-18,0,0,0,2014,Octubre,18,Sabado,42949677347
Larry Gaye: Renegade Male Flight Attendant,2015-06-05,0,0,0,2015,Junio,05,Viernes,42949677348
Hoovey,2015-01-31,2,0,-2,2015,Enero,31,Sabado,42949677349
Wild Horses,2015-06-05,0,0,0,2015,Junio,05,Viernes,42949677350
Search Party,2014-10-30,20000000,0,-20000000,2014,Octubre,30,Jueves,42949677351
The Living,2014-06-26,500000,0,-500000,2014,Junio,26,Jueves,42949677352
Maya the Bee Movie,2014-09-11,0,0,0,2014,Septiembre,11,Jueves,42949677353
Extinction: Nature Has Evolved,2017-03-10,3400000,0,-3400000,2017,Marzo,10,Viernes,42949677354
Released,,0,0,0,,,,,42949677355
Battle For SkyArk,2015-05-18,0,0,0,2015,Mayo,18,Lunes,42949677356
The Scopia Effect,2014-11-01,0,0,0,2014,Noviembre,01,Sabado,42949677357
Party 7,2000-09-27,0,0,0,2000,Septiembre,27,Miercoles,42949677358
"[{'iso_639_1': 'fr', 'name': 'Français'}, {'iso_639_1': 'it', 'name': 'Italiano'}, {'iso_639_1': 'en', 'name': 'English'}]",,0,0,0,,,,,42949677359
Private Number,2015-05-01,0,0,0,2015,Mayo,01,Viernes,42949677360
Wild in Blue,2014-05-05,0,0,0,2014,Mayo,05,Lunes,42949677361
Helicopter Mom,2015-04-24,0,0,0,2015,Abril,24,Viernes,42949677362
See You In Valhalla,2015-04-24,0,0,0,2015,Abril,24,Viernes,42949677363
Absolution,2015-05-04,0,0,0,2015,Mayo,04,Lunes,42949677364
Skin Trade,2014-11-07,9000000,0,-9000000,2014,Noviembre,07,Viernes,42949677365
The Four Warriors,2015-07-13,0,0,0,2015,Julio,13,Lunes,42949677366
Prova a volare,2007-08-24,0,0,0,2007,Agosto,24,Viernes,42949677367
Cinema of Vengeance,1994-01-01,0,0,0,1994,Enero,01,Sabado,42949677368
La Notte del mio primo amore,2006-08-11,0,0,0,2006,Agosto,11,Viernes,42949677369
Parole sante,2007-01-01,0,0,0,2007,Enero,01,Lunes,42949677370
Moebius,1996-10-17,0,0,0,1996,Octubre,17,Jueves,42949677371
The Devil's Hand,2014-10-10,7000000,0,-7000000,2014,Octubre,10,Viernes,42949677372
The Mummy Resurrected,2014-03-01,0,0,0,2014,Marzo,01,Sabado,42949677373
Dial a Prayer,2015-01-01,0,0,0,2015,Enero,01,Jueves,42949677374
The Last Time You Had Fun,2015-04-07,0,0,0,2015,Abril,07,Martes,42949677375
In Security,2014-04-28,0,0,0,2014,Abril,28,Lunes,42949677376
Axe Giant - The Wrath of Paul Bunyan,2013-04-25,0,0,0,2013,Abril,25,Jueves,42949677377
Faith of Our Fathers,2015-07-01,0,0,0,2015,Julio,01,Miercoles,42949677378
The Towrope,2012-05-19,0,0,0,2012,Mayo,19,Sabado,42949677379
Bedtime for Bonzo,1951-04-05,0,0,0,1951,Abril,05,Jueves,42949677380
Un'estate al mare,2008-06-27,0,0,0,2008,Junio,27,Viernes,42949677381
UncuT: Member Only,2003-03-31,0,0,0,2003,Marzo,31,Lunes,42949677382
Sweet Dreams,1981-09-10,0,0,0,1981,Septiembre,10,Jueves,42949677383
The Brooke Ellison Story,2004-01-01,0,0,0,2004,Enero,01,Jueves,42949677384
The Dive from Clausen's Pier,2005-07-25,0,0,0,2005,Julio,25,Lunes,42949677385
Released,,0,0,0,,,,,42949677386
Champs,2015-03-13,0,0,0,2015,Marzo,13,Viernes,42949677387
The Listening,2006-04-28,0,0,0,2006,Abril,28,Viernes,42949677388
Released,,0,0,0,,,,,42949677389
Sherman's Way,2008-02-29,0,0,0,2008,Febrero,29,Viernes,42949677390
88.0,,0,0,0,,,,,42949677391
Random Quest,2006-11-26,0,0,0,2006,Noviembre,26,Domingo,42949677392
Love in the Buff,2012-03-30,0,0,0,2012,Marzo,30,Viernes,42949677393
Christian Mingle,2014-10-10,0,0,0,2014,Octubre,10,Viernes,42949677394
Fishing Naked,2015-05-08,0,0,0,2015,Mayo,08,Viernes,42949677395
The Squeeze,2015-04-17,0,0,0,2015,Abril,17,Viernes,42949677396
Fractured,2015-04-17,0,0,0,2015,Abril,17,Viernes,42949677397
From the Dark,2014-04-14,0,0,0,2014,Abril,14,Lunes,42949677398
Careful What You Wish For,2015-05-06,8000000,0,-8000000,2015,Mayo,06,Miercoles,42949677399
Any Day,2015-03-27,0,0,0,2015,Marzo,27,Viernes,42949677400
3 Nights in the Desert,2015-02-06,0,0,0,2015,Febrero,06,Viernes,42949677401
Nailbiter,2013-05-28,0,0,0,2013,Mayo,28,Martes,42949677402
Eat,2014-07-06,0,0,0,2014,Julio,06,Domingo,42949677403
Zombie Resurrection,2014-10-25,0,0,0,2014,Octubre,25,Sabado,42949677404
Let Us Prey,2014-04-17,0,0,0,2014,Abril,17,Jueves,42949677405
Robot Overlords,2015-01-29,21000000,0,-21000000,2015,Enero,29,Jueves,42949677406
Russell Madness,2015-02-21,0,0,0,2015,Febrero,21,Sabado,42949677407
Along the Roadside,2013-02-28,250,0,-250,2013,Febrero,28,Jueves,42949677408
Attack of the Sabretooth,2005-07-14,2,0,-2,2005,Julio,14,Jueves,42949677409
The Millennials,2015-03-10,0,0,0,2015,Marzo,10,Martes,42949677410
X/Y,2014-04-19,0,0,0,2014,Abril,19,Sabado,42949677411
Bad Asses on the Bayou,2015-03-06,5300000,0,-5300000,2015,Marzo,06,Viernes,42949677412
Silent Retreat,2016-01-12,0,0,0,2016,Enero,12,Martes,42949677413
Grace,2014-04-18,0,0,0,2014,Abril,18,Viernes,42949677414
The Man in the Iron Mask,1977-07-07,0,0,0,1977,Julio,07,Jueves,42949677415
L'erba proibita,2002-12-13,0,0,0,2002,Diciembre,13,Viernes,42949677416
The Defiant Ones,1986-01-05,0,0,0,1986,Enero,05,Domingo,42949677417
Invitation to Hell,1984-05-24,0,0,0,1984,Mayo,24,Jueves,42949677418
Killdozer,1974-02-02,0,0,0,1974,Febrero,02,Sabado,42949677419
Punishment Room,1956-06-28,0,0,0,1956,Junio,28,Jueves,42949677420
The Eye: Infinity,2005-03-24,0,0,0,2005,Marzo,24,Jueves,42949677421
Ray of Sunshine,1933-08-25,0,0,0,1933,Agosto,25,Viernes,42949677422
Kiss me Kismet,2006-03-30,0,0,0,2006,Marzo,30,Jueves,42949677423
Da geht noch was!,2013-09-12,0,0,0,2013,Septiembre,12,Jueves,42949677424
The Price of Life,1987-08-12,0,0,0,1987,Agosto,12,Miercoles,42949677425
Who Killed Captain Alex?,2010-01-01,200,0,-200,2010,Enero,01,Viernes,42949677426
The Phantom Planet,1961-12-13,0,0,0,1961,Diciembre,13,Miercoles,42949677427
Shabd,2005-02-04,2500000,3100000,600000,2005,Febrero,04,Viernes,42949677428
Villain,1971-05-26,0,0,0,1971,Mayo,26,Miercoles,42949677429
GirlHouse,2014-10-16,3150000,0,-3150000,2014,Octubre,16,Jueves,42949677430
The Lovers,2015-02-13,27000000,0,-27000000,2015,Febrero,13,Viernes,42949677431
Batman v Superman: Dawn of Justice,2016-03-23,250000000,873260194,623260194,2016,Marzo,23,Miercoles,42949677432
The Temple,2011-11-04,0,0,0,2011,Noviembre,04,Viernes,42949677433
Mumbai Pune Mumbai,2010-06-11,0,0,0,2010,Junio,11,Viernes,42949677434
Pune 52,2013-01-18,0,0,0,2013,Enero,18,Viernes,42949677435
Zapatlela,1993-01-01,0,0,0,1993,Enero,01,Viernes,42949677436
Natarang,2010-01-01,0,0,0,2010,Enero,01,Viernes,42949677437
The Village Had No Walls,1995-04-01,0,0,0,1995,Abril,01,Sabado,42949677438
Paradh,2010-08-17,0,0,0,2010,Agosto,17,Martes,42949677439
Vaastupurush,,0,0,0,,,,,42949677440
Me Shivajiraje Bhosale Boltoy,2009-04-02,0,0,0,2009,Abril,02,Jueves,42949677441
Time Pass,2014-01-03,200,0,-200,2014,Enero,03,Viernes,42949677442
Taryanche Bait,2011-04-11,0,0,0,2011,Abril,11,Lunes,42949677443
Dragonslayer,2011-11-04,0,0,0,2011,Noviembre,04,Viernes,42949677444
Eastern Boys,2013-04-02,0,0,0,2013,Abril,02,Martes,42949677445
Dreams with Sharp Teeth,2008-06-04,0,0,0,2008,Junio,04,Miercoles,42949677446
All This Mayhem,2014-06-05,0,0,0,2014,Junio,05,Jueves,42949677447
Released,,0,0,0,,,,,42949677448
The Elusive Corporal,1962-05-23,0,0,0,1962,Mayo,23,Miercoles,42949677449
The Testament of Dr. Cordelier,1959-01-01,0,0,0,1959,Enero,01,Jueves,42949677450
Strange Powers: Stephin Merritt and the Magnetic Fields,2011-10-27,0,0,0,2011,Octubre,27,Jueves,42949677451
The Railrodder,1965-06-20,0,0,0,1965,Junio,20,Domingo,42949677452
Les Héritiers,2014-12-03,0,0,0,2014,Diciembre,03,Miercoles,42949677453
The Last Match,2013-05-04,200000,0,-200000,2013,Mayo,04,Sabado,42949677454
Quarter to Two Before Jesus Christ,1982-10-05,0,0,0,1982,Octubre,05,Martes,42949677455
